,Node 1,Node 2,OHL Length (km),Cable Length (km),Circuit Type,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Spring Rating (MVA),Summer Rating (MVA),Autumn Rating (MVA),Dataframe,Node 1 bus_id,Node 2 bus_id,Voltage (kV) Node 1,Voltage (kV) Node 2
744,STIR1S,WFIE1A,37.6,5.816,Composite,3.218,9.4053,8.7867,162.0,130.0,130.0,130.0,spt_circuits,1896,2128,132,132
745,STLE1-,WIYH1-,12.892,0.291,Composite,1.1813,2.9041,1.2141,109.0,105.0,101.0,105.0,spt_circuits,1913,2209,132,132
746,WFIB2-,WFIE2-,22.48,0.0,OHL,0.1014,0.933,6.1144,950.0,885.0,760.0,885.0,spt_circuits,2129,2125,275,275
747,WHTB1S,WHTL1S,2.05,0.0,OHL,0.2593,0.4287,0.1121,100.0,94.0,80.0,94.0,spt_circuits,2142,2139,132,132
748,WHTB1T,WHTL1T,2.05,0.0,OHL,0.2593,0.4287,0.1121,100.0,94.0,80.0,94.0,spt_circuits,2143,2140,132,132
749,WIYH2-,WIYH2R,0.0,0.0,Series Reactor,0.005,1.5,0.0,1000.0,1000.0,1000.0,1000.0,spt_circuits,2212,2210,275,275
750,ABHA4A,EXET41,48.785,0.0,OHL,0.0778,0.9831,27.9792,2078.0,2078.0,2078.0,2078.0,nget_circuits,17,750,400,400
751,ABHA4A,LAGA41,26.121,0.0,OHL,0.0417,0.5027,15.6941,2423.0,2327.0,2168.0,2327.0,nget_circuits,17,1296,400,400
752,ABHA4B,EXET41,49.051,0.0,OHL,0.0783,0.9885,28.1313,1389.0,1284.0,1108.0,1284.0,nget_circuits,16,750,400,400
753,ABHA4B,LAGA41,26.121,0.0,OHL,0.0417,0.5027,15.6941,1389.0,1284.0,1108.0,1284.0,nget_circuits,16,1296,400,400
754,ABTH21,COWT2A,13.318,0.0,OHL,0.0503,0.5449,3.758,932.0,879.0,790.0,879.0,nget_circuits,11,460,275,275
755,ABTH21,PYLE21,35.388,0.0,OHL,0.1819,1.4523,9.9528,932.0,879.0,790.0,879.0,nget_circuits,11,1677,275,275
756,ABTH21,TREM21,46.451,0.0,OHL,0.2267,2.1393,11.8321,682.0,629.0,538.0,629.0,nget_circuits,11,2041,275,275
757,ABTH21,UPPB21,26.996,0.0,OHL,0.1234,1.1426,7.3237,955.0,882.0,762.0,882.0,nget_circuits,11,2064,275,275
758,ABTH21,UPPB22,27.035,0.547,Composite,0.1245,1.1595,13.2801,772.0,772.0,595.0,595.0,nget_circuits,11,2063,275,275
759,ALDW21,BRIN21,17.961,0.0,OHL,0.1442,0.7628,4.8487,626.0,591.0,535.0,591.0,nget_circuits,30,266,275,275
760,ALDW21,WMEL21,8.96,0.0,OHL,0.0409,0.3891,2.3695,955.0,882.0,762.0,882.0,nget_circuits,30,2106,275,275
761,ALVE4A,INDQ41,97.176,0.0,OHL,0.2121,1.9367,56.1415,1389.0,1284.0,1108.0,1284.0,nget_circuits,38,1080,400,400
762,ALVE4A,TAUN41,73.293,0.0,OHL,0.117,1.477,42.0344,1389.0,1284.0,1108.0,1284.0,nget_circuits,38,1957,400,400
763,ALVE4B,INDQ41,97.294,0.0,OHL,0.2123,1.9391,56.209,1389.0,1284.0,1108.0,1284.0,nget_circuits,37,1080,400,400
764,ALVE4B,TAUN42,73.298,0.0,OHL,0.117,1.4771,42.0372,1389.0,1284.0,1108.0,1284.0,nget_circuits,37,1956,400,400
765,AMEM4A,ECLA41,35.315,0.0,OHL,0.0642,0.7026,20.4666,2009.0,1911.0,1746.0,1911.0,nget_circuits,43,667,400,400
766,AMEM4A,IVER4A,20.256,0.0,OHL,0.0368,0.403,11.7392,2009.0,1911.0,1746.0,1911.0,nget_circuits,43,1123,400,400
767,AMEM4B,ECLA41,35.315,0.0,OHL,0.0642,0.7026,20.4666,2032.0,1933.0,1766.0,1933.0,nget_circuits,44,667,400,400
768,AMEM4B,IVER4B,20.256,0.0,OHL,0.0368,0.403,11.7392,2032.0,1933.0,1766.0,1933.0,nget_circuits,44,1121,400,400
769,AXMI41,CHIC4A,30.7,8.8,Composite,0.0379,0.6609,130.8219,2779.0,2568.0,2217.0,2568.0,nget_circuits,75,364,400,400
770,AXMI41,EXET41,36.184,0.0,OHL,0.0404,0.6915,21.9115,2779.0,2568.0,2217.0,2568.0,nget_circuits,75,750,400,400
771,BAGB21,MAGA21,12.629,1.389,parallel Composite,0.0435,0.5216,17.0509,1204.0,1115.0,1018.0,1115.0,nget_circuits,81,1384,275,275
772,BAGB21,SWAN21,18.21,1.439,parallel Composite,0.0625,0.7488,19.1165,1548.0,1548.0,1431.0,1431.0,nget_circuits,81,1939,275,275
773,BARK21,REBR22,10.879,0.0,OHL,0.0411,0.4451,3.0706,1129.0,1081.0,1000.0,1081.0,nget_circuits,90,1700,275,275
774,BARK22,REBR21,10.854,0.0,OHL,0.041,0.4441,3.0636,1205.0,1127.0,1044.0,1127.0,nget_circuits,88,1701,275,275
775,BARK41,CHUE4A,13.654,0.0,OHL,0.0213,0.2629,8.1589,3102.0,3048.0,2958.0,3048.0,nget_circuits,89,343,400,400
776,BARK41,CHUE4B,13.654,0.0,OHL,0.0213,0.2629,8.1589,3102.0,3048.0,2958.0,3048.0,nget_circuits,89,342,400,400
777,BARK41,WHAM41,9.662,0.124,Composite,0.0156,0.1915,10.4541,2009.0,1909.0,1710.0,1909.0,nget_circuits,89,2133,400,400
778,BARK41,WHAM41,9.662,0.0,OHL,0.0155,0.191,5.6429,2009.0,1911.0,1746.0,1911.0,nget_circuits,89,2133,400,400
779,BARK41,WTHU4A,15.872,0.0,OHL,0.0289,0.3158,9.1985,2009.0,1911.0,1746.0,1911.0,nget_circuits,89,2114,400,400
780,BARK41,WTHU4B,15.872,0.0,OHL,0.0289,0.3158,9.1985,2009.0,1911.0,1746.0,1911.0,nget_circuits,89,2113,400,400
781,BEDD21,CHSI21,17.836,0.286,Composite,0.068,0.7365,7.9729,944.0,882.0,762.0,835.0,nget_circuits,113,357,275,275
782,BEDD21,WIMB21,8.5,0.968,Composite,0.0409,0.3915,11.7005,859.0,827.0,623.0,694.0,nget_circuits,113,2206,275,275
783,BEDD22,CHSI21,17.836,0.137,Composite,0.0677,0.7328,6.4221,762.0,762.0,662.0,662.0,nget_circuits,115,357,275,275
784,BEDD23,WIMB2A,8.5,0.582,Composite,0.0398,0.3821,8.4754,995.0,930.0,728.0,806.0,nget_circuits,114,2204,275,275
785,BEDD4A,ROWD42,0.0,10.1,Cable,0.0071,0.1292,121.8435,1275.0,1213.0,1084.0,1213.0,nget_circuits,118,1730,400,400
786,BEDD4B,ROWD41,0.0,10.1,Cable,0.0069,0.1275,124.3819,1275.0,1213.0,1084.0,1213.0,nget_circuits,116,1728,400,400
787,BESW21,COVE21,18.668,0.0,OHL,0.0853,0.7901,5.0645,955.0,882.0,762.0,882.0,nget_circuits,134,459,275,275
788,BESW21,COVE21,18.668,0.0,OHL,0.0853,0.7901,5.0645,955.0,882.0,762.0,882.0,nget_circuits,134,459,275,275
789,BESW21,FECK21,35.814,0.0,OHL,0.1425,1.5095,9.7917,955.0,882.0,762.0,882.0,nget_circuits,134,779,275,275
790,BESW21,OCKH21,56.939,0.731,Composite,0.2318,2.4208,22.7971,819.0,819.0,638.0,638.0,nget_circuits,134,1565,275,275
791,BICF41,SPLN41,20.109,0.0,OHL,0.0191,0.355,13.187,3156.0,3032.0,2823.0,3032.0,nget_circuits,147,1840,400,400
792,BICF41,WALP41,37.775,0.0,OHL,0.0335,0.6488,25.3895,3189.0,3063.0,2853.0,3063.0,nget_circuits,147,2076,400,400
793,BICF41,WBUR41,65.55,0.0,OHL,0.0581,1.1259,44.059,3326.0,3160.0,2971.0,3160.0,nget_circuits,147,2101,400,400
794,BICF41,WBUR42,65.55,0.0,OHL,0.0581,1.1259,44.059,3326.0,3160.0,2971.0,3160.0,nget_circuits,147,2098,400,400
795,BIRK21,CAPE21,15.448,0.0,OHL,0.0703,0.6839,4.0052,955.0,882.0,762.0,882.0,nget_circuits,149,309,275,275
796,BIRK21,CAPE21,15.448,0.0,OHL,0.0703,0.6839,4.0052,955.0,882.0,762.0,882.0,nget_circuits,149,309,275,275
797,BIRK21,LISD2A,0.0,12.891,Cable,0.0271,0.2978,125.0427,817.0,817.0,739.0,739.0,nget_circuits,149,1324,275,275
798,BISW21,FECK21,22.83,0.0,OHL,0.0938,0.9633,6.2301,955.0,882.0,762.0,882.0,nget_circuits,152,779,275,275
799,BISW21,KITW21,27.111,0.0,OHL,0.1054,1.1236,7.5448,955.0,882.0,762.0,882.0,nget_circuits,152,1258,275,275
800,BISW21,KITW21,24.226,0.0,OHL,0.0932,1.0024,6.7545,955.0,882.0,762.0,882.0,nget_circuits,152,1258,275,275
801,BISW21,PENN21,30.172,0.0,OHL,0.1233,1.2726,8.2379,1040.0,1031.0,762.0,762.0,nget_circuits,152,1617,275,275
802,BLYT21,STEW21,26.779,0.0,OHL,0.1472,1.3916,5.9965,682.0,629.0,538.0,629.0,nget_circuits,187,1890,275,275
803,BLYT21,STEW21,26.711,0.0,OHL,0.1469,1.388,5.9813,682.0,629.0,538.0,629.0,nget_circuits,187,1890,275,275
804,BLYT21,TYNE21,16.818,0.0,OHL,0.0742,0.7144,4.5642,1360.0,1310.0,1220.0,1310.0,nget_circuits,187,2058,275,275
805,BLYT21,TYNE2A,16.866,0.0,OHL,0.0744,0.7164,4.5772,1360.0,1310.0,1220.0,1310.0,nget_circuits,187,2059,275,275
806,BLYT41,MEDB4A,26.636,0.121,Composite,0.0426,0.514,18.0175,2199.0,2092.0,1911.0,2092.0,nget_circuits,186,1402,400,400
807,BLYT41,MEDB4B,26.636,0.49,Composite,0.0429,0.5194,24.1171,2199.0,2092.0,1911.0,2092.0,nget_circuits,186,1401,400,400
808,BODE41,PENM4A,0.0,0.8,Cable,0.0008,0.0094,7.6404,1056.0,1056.0,980.0,980.0,nget_circuits,195,1621,400,400
809,BODE41,PENM4B,0.5,0.0,OHL,0.0005,0.0087,0.3284,2771.0,2695.0,2510.0,2695.0,nget_circuits,195,1622,400,400
810,BOLN41,LOVE41,64.774,0.0,OHL,0.0703,1.1266,42.6998,3102.0,2935.0,2765.0,2935.0,nget_circuits,198,1360,400,400
811,BOLN41,LOVE41,64.774,0.0,OHL,0.0703,1.1266,42.6998,2771.0,2771.0,2765.0,2771.0,nget_circuits,198,1360,400,400
812,BOLN41,NINF41,51.404,0.0,OHL,0.0558,0.8941,33.8862,3102.0,2935.0,2765.0,2935.0,nget_circuits,198,1532,400,400
813,BOLN41,NINF41,51.404,0.0,OHL,0.0558,0.8941,33.8862,3102.0,2935.0,2765.0,2935.0,nget_circuits,198,1532,400,400
814,BOTW41,CHIL41,7.479,0.0,OHL,0.0066,0.1285,5.027,3341.0,3160.0,2971.0,3160.0,nget_circuits,209,366,400,400
815,BOTW41,LOVE41,14.672,0.0,OHL,0.013,0.252,9.8617,3341.0,3160.0,2971.0,3160.0,nget_circuits,209,1360,400,400
816,BRAI4A,BRFO41,48.267,0.0,OHL,0.0451,0.8316,32.2964,2779.0,2568.0,2217.0,2568.0,nget_circuits,225,229,400,400
817,BRAI4A,BULL41,12.343,0.0,OHL,0.0134,0.2147,8.1357,2779.0,2569.0,2217.0,2569.0,nget_circuits,225,286,400,400
818,BRAI4B,PELH41,65.942,0.0,OHL,0.065,1.1398,43.92,2779.0,2568.0,2217.0,2568.0,nget_circuits,227,1609,400,400
819,BRAI4B,RAYL41,33.03,0.0,OHL,0.0358,0.5745,21.7727,2779.0,2568.0,2217.0,2568.0,nget_circuits,227,1696,400,400
820,BRAW21,ELLA21,16.802,0.081,Composite,0.0769,0.7134,5.4384,762.0,762.0,619.0,619.0,nget_circuits,219,712,275,275
821,BRAW21,KIRK21,17.279,4.547,Composite,0.0844,0.855,54.1379,762.0,762.0,619.0,619.0,nget_circuits,219,1254,275,275
822,BRAW21,MONF21,51.155,0.0,OHL,0.1174,1.8824,15.9388,1204.0,1115.0,1018.0,1115.0,nget_circuits,219,1451,275,275
823,BRAW4A,PADI41,59.3,0.0,OHL,0.0754,1.1321,35.9226,2470.0,2350.0,2146.0,2350.0,nget_circuits,220,1593,400,400
824,BRED21,MACC21,19.612,0.0,OHL,0.0768,0.8127,5.4608,948.0,882.0,753.0,753.0,nget_circuits,246,1377,275,275
825,BRED21,SMAN21,10.004,5.629,parallel Composite,0.0513,0.4604,46.762,865.0,865.0,749.0,749.0,nget_circuits,246,1830,275,275
826,BRED21,STAL21,15.054,0.0,OHL,0.0665,0.6343,4.1113,1093.0,1031.0,925.0,1031.0,nget_circuits,246,1877,275,275
827,BRFO41,LEIS4A,42.357,0.0,OHL,0.046,0.7367,27.9223,2779.0,2569.0,2217.0,2569.0,nget_circuits,229,1304,400,400
828,BRFO41,NORM41,61.576,0.1,Composite,0.0983,1.242,37.3151,1590.0,1500.0,1346.0,1500.0,nget_circuits,229,1553,400,400
829,BRFO41,NORM41,61.576,0.1,Composite,0.0983,1.242,37.3151,1590.0,1500.0,1346.0,1500.0,nget_circuits,229,1553,400,400
830,BRFO41,PELH41,69.301,0.0,OHL,0.0655,1.1949,46.3271,3102.0,2935.0,2765.0,2935.0,nget_circuits,229,1609,400,400
831,BRFO41,SIZE41,43.167,0.0,OHL,0.0468,0.7508,28.4562,2779.0,2568.0,2217.0,2568.0,nget_circuits,229,1804,400,400
832,BRFO41,SIZE41,43.167,0.0,OHL,0.0468,0.7508,28.4562,2779.0,2568.0,2217.0,2568.0,nget_circuits,229,1804,400,400
833,BRFO41,SIZE41,43.167,0.0,OHL,0.0468,0.7508,28.4562,2779.0,2568.0,2217.0,2568.0,nget_circuits,229,1804,400,400
834,BRIM2A,TOTT23,7.437,0.311,Composite,0.0345,0.3234,5.3982,1085.0,1031.0,925.0,1031.0,nget_circuits,263,2030,275,275
835,BRIM2A,WALX22,5.865,0.0,OHL,0.0268,0.2482,1.5911,1093.0,1031.0,925.0,1031.0,nget_circuits,263,2081,275,275
836,BRIM2B,TOTT22,7.305,0.393,Composite,0.0341,0.3201,6.2537,1085.0,1031.0,925.0,1031.0,nget_circuits,262,2035,275,275
837,BRIM2B,WALX22,5.997,0.0,OHL,0.0274,0.2538,1.6269,1093.0,1031.0,925.0,1031.0,nget_circuits,262,2081,275,275
838,BRIM2C,TOTT24,7.455,0.235,Composite,0.0344,0.3223,4.5788,1085.0,1031.0,925.0,1031.0,nget_circuits,264,2031,275,275
839,BRIM2C,WALX21,5.97,0.0,OHL,0.0273,0.2528,1.6211,1093.0,1031.0,925.0,1031.0,nget_circuits,264,2080,275,275
840,BRIM2D,TOTT21,7.455,0.384,Composite,0.0347,0.3264,6.1984,1085.0,1031.0,925.0,1031.0,nget_circuits,261,2029,275,275
841,BRIM2D,WALX21,5.97,0.0,OHL,0.0273,0.2528,1.6211,1093.0,1031.0,925.0,1031.0,nget_circuits,261,2080,275,275
842,BRIN21,CHTE21,22.464,0.22,Composite,0.0519,0.8305,9.3505,934.0,934.0,753.0,753.0,nget_circuits,266,361,275,275
843,BRIN21,JORD21,13.257,1.489,Composite,0.0647,0.5918,16.0432,557.0,557.0,499.0,499.0,nget_circuits,266,1130,275,275
844,BRIN21,NORL2A,13.257,2.845,Composite,0.0708,0.6085,24.8202,419.0,419.0,381.0,381.0,nget_circuits,266,1551,275,275
845,BRIN21,TEMP21,2.757,0.0,OHL,0.0126,0.117,0.7458,955.0,882.0,762.0,882.0,nget_circuits,266,1978,275,275
846,BRIN21,TEMP22,2.757,0.0,OHL,0.0126,0.117,0.7458,955.0,882.0,762.0,882.0,nget_circuits,266,1977,275,275
847,BRIN22,CHTE21,22.375,0.0,OHL,0.0513,0.8236,6.9689,1204.0,1115.0,1018.0,1115.0,nget_circuits,268,361,275,275
848,BRIN22,THUR21,5.704,0.0,OHL,0.0599,0.2384,1.5621,626.0,591.0,535.0,591.0,nget_circuits,268,1990,275,275
849,BRIN22,TINP21,3.17,0.0,OHL,0.0145,0.1342,0.86,955.0,882.0,762.0,882.0,nget_circuits,268,2010,275,275
850,BRIN22,TINP22,3.17,0.0,OHL,0.0145,0.1342,0.86,919.0,869.0,762.0,869.0,nget_circuits,268,2011,275,275
851,BRIN41,THOM41,36.299,0.0,OHL,0.0394,0.6316,23.9221,2518.0,2395.0,2188.0,2395.0,nget_circuits,267,1986,400,400
852,BRIN41,THOM42,36.299,0.0,OHL,0.0394,0.6316,23.9221,2545.0,2421.0,2211.0,2421.0,nget_circuits,267,1983,400,400
853,BRLE41,DIDC41,37.691,5.7,parallel Composite,0.0419,0.6724,87.0663,2779.0,2568.0,2217.0,2245.0,nget_circuits,232,579,400,400
854,BRLE41,DIDC41,37.691,5.7,parallel Composite,0.0419,0.6719,134.3668,2277.0,2277.0,2037.0,2037.0,nget_circuits,232,579,400,400
855,BRLE41,FLEE41,17.555,0.0,OHL,0.019,0.3053,11.5725,2569.0,2569.0,2217.0,2569.0,nget_circuits,232,819,400,400
856,BRLE41,FLEE41,17.555,0.0,OHL,0.019,0.3053,11.5725,2779.0,2569.0,2217.0,2569.0,nget_circuits,232,819,400,400
857,BRLE41,MELK41,81.569,0.0,OHL,0.176,1.6326,46.8635,1389.0,1284.0,1108.0,1284.0,nget_circuits,232,1409,400,400
858,BRLE41,MELK41,81.569,0.0,OHL,0.176,1.6326,46.8635,1389.0,1284.0,1108.0,1284.0,nget_circuits,232,1409,400,400
859,BRLE41,WWEY4A,49.375,0.0,OHL,0.0789,0.9495,29.6914,2199.0,2092.0,1911.0,2092.0,nget_circuits,232,2118,400,400
860,BRLE41,WWEY4B,49.375,0.0,OHL,0.0789,0.9495,29.6914,2199.0,2092.0,1911.0,2092.0,nget_circuits,232,2120,400,400
861,BRWA2A,HINP22,17.867,0.61,Composite,0.0827,0.7732,11.4779,767.0,767.0,620.0,620.0,nget_circuits,254,1042,275,275
862,BRWA2B,HINP21,17.867,0.68,Composite,0.0828,0.7752,12.2388,762.0,762.0,619.0,619.0,nget_circuits,258,1043,275,275
863,BULL41,RAYL41,20.646,0.0,OHL,0.0224,0.3591,13.6101,2779.0,2569.0,2217.0,2569.0,nget_circuits,286,1696,400,400
864,BURW41,PELH41,42.934,0.0,OHL,0.0381,0.7374,28.8562,3035.0,2910.0,2238.0,2515.0,nget_circuits,290,1609,400,400
865,BURW41,PELH41,42.782,0.0,OHL,0.0379,0.7348,28.7545,3326.0,3160.0,2971.0,3160.0,nget_circuits,290,1609,400,400
866,BURW41,WALP41,51.189,0.0,OHL,0.0454,0.8792,34.4056,3326.0,3160.0,2971.0,3160.0,nget_circuits,290,2076,400,400
867,BURW41,WALP41,51.183,0.0,OHL,0.0454,0.8791,34.4016,3326.0,3160.0,2971.0,3160.0,nget_circuits,290,2076,400,400
868,BUSH21,DRAK21,38.153,0.0,OHL,0.146,1.6016,10.4839,1204.0,1115.0,1018.0,1115.0,nget_circuits,294,597,275,275
869,BUSH21,PENN21,21.653,0.0,OHL,0.0824,0.9078,5.9595,1038.0,1038.0,762.0,762.0,nget_circuits,294,1617,275,275
870,BUSH21,WIEN2B,5.197,4.318,Composite,0.0311,0.3404,48.3427,762.0,762.0,681.0,681.0,nget_circuits,294,2184,275,275
871,BUST21,NECH21,2.648,7.648,Composite,0.026,0.3169,76.528,725.0,713.0,599.0,635.0,nget_circuits,295,1490,275,275
872,BUST21,NECH21,2.648,7.619,Composite,0.026,0.3163,76.3606,725.0,713.0,599.0,635.0,nget_circuits,295,1490,275,275
873,CAMA11,IROA13,0.0,1.0,Cable,0.815,5.549,1.802,246.0,228.0,198.0,228.0,nget_circuits,305,1112,132,132
874,CAMA12,IROA12,0.0,1.0,Cable,0.815,5.549,1.802,246.0,228.0,198.0,228.0,nget_circuits,304,1113,132,132
875,CANT41,CANT41,0.0,0.1,Cable,0.0001,0.0012,1.0915,3102.0,3102.0,3102.0,3102.0,nget_circuits,307,307,400,400
876,CANT41,CANT41,0.0,0.1,Cable,0.0001,0.0012,1.0915,3102.0,3102.0,3102.0,3102.0,nget_circuits,307,307,400,400
877,CANT41,CANT41,0.0,0.1,Cable,0.0001,0.0012,1.0915,3102.0,3102.0,3102.0,3102.0,nget_circuits,307,307,400,400
878,CANT41,CLEH41,14.7,0.0,OHL,0.0229,0.282,8.8214,3102.0,3048.0,2853.0,3048.0,nget_circuits,307,386,400,400
879,CANT41,KEMS4A,28.2,0.0,OHL,0.0439,0.5411,16.9228,3102.0,2935.0,2765.0,2935.0,nget_circuits,307,1161,400,400
880,CANT41,RICH41,25.0,0.0,OHL,0.0399,0.4808,15.0336,2038.0,2038.0,1801.0,1801.0,nget_circuits,307,1715,400,400
881,CANT41,RICH41,25.0,0.0,OHL,0.0399,0.4808,15.0336,2038.0,2038.0,1801.0,1801.0,nget_circuits,307,1715,400,400
882,CANT41,SELL4C,26.711,0.0,OHL,0.0416,0.5125,16.0297,3102.0,3048.0,2958.0,3048.0,nget_circuits,307,1769,400,400
883,CANT41,SELL4D,26.711,0.0,OHL,0.0416,0.5125,16.0297,3103.0,3048.0,2959.0,3048.0,nget_circuits,307,1770,400,400
884,CAPE1A,INCE11,0.0,1.0,Cable,0.22260000000000002,2.0652,3.2486,258.0,258.0,240.0,240.0,nget_circuits,313,1079,132,132
885,CAPE1B,INCE11,0.0,1.0,Cable,0.22039999999999998,2.0451,3.2416,240.0,240.0,240.0,240.0,nget_circuits,312,1079,132,132
886,CAPE4A,CONQ41,11.543,0.0,OHL,0.0102,0.1983,7.7586,3326.0,3160.0,2971.0,3160.0,nget_circuits,310,435,400,400
887,CAPE4A,FROD41,18.404,0.0,OHL,0.0199,0.2926,13.3521,2889.0,2748.0,2418.0,2748.0,nget_circuits,310,861,400,400
888,CAPE4B,CONQ41,11.543,0.0,OHL,0.0102,0.1983,7.7586,3326.0,3160.0,2971.0,3160.0,nget_circuits,314,435,400,400
889,CAPE4B,FROD41,18.315,0.0,OHL,0.0198,0.2912,13.2878,2890.0,2749.0,2418.0,2749.0,nget_circuits,314,861,400,400
890,CARE21,COWT2A,27.881,0.0,OHL,0.1533,1.4488,6.2406,682.0,629.0,538.0,629.0,nget_circuits,315,460,275,275
891,CARE21,USKM2B,19.94,0.0,OHL,0.1096,1.0362,4.4651,682.0,629.0,538.0,629.0,nget_circuits,315,2068,275,275
892,CARR21,SMAN21,10.747,0.23,Composite,0.0475,0.476,5.3274,835.0,835.0,665.0,665.0,nget_circuits,332,1830,275,275
893,CARR21,SMAN21,9.294,0.133,Composite,0.0414,0.4101,3.8882,835.0,835.0,665.0,665.0,nget_circuits,332,1830,275,275
894,CARR41,DAIN41,3.352,0.0,OHL,0.0059,0.0653,1.9782,3102.0,3048.0,2958.0,3048.0,nget_circuits,328,546,400,400
895,CARR41,DAIN41,2.545,0.0,OHL,0.0043,0.0496,1.5076,2169.0,2084.0,1940.0,2084.0,nget_circuits,328,546,400,400
896,CARR41,KEAR41,13.154,0.0,OHL,0.0225,0.2574,7.7626,2212.0,2125.0,1979.0,2125.0,nget_circuits,328,1148,400,400
897,CARR41,PEWO4A,56.9,0.0,OHL,0.0988,1.1179,33.4404,2169.0,2084.0,1940.0,2084.0,nget_circuits,328,1626,400,400
898,CARR42,DAIN41,2.063,0.0,OHL,0.0035,0.0404,1.2165,1500.0,1500.0,1500.0,1500.0,nget_circuits,327,546,400,400
899,CARR4B,DAIN41,2.036,0.0,OHL,0.0037,0.0405,1.1791,1553.0,1553.0,1553.0,1553.0,nget_circuits,331,546,400,400
900,CELL41,DAIN41,53.412,2.31,parallel Composite,0.0847,1.031,76.931,2508.0,2508.0,2300.0,2300.0,nget_circuits,341,546,400,400
901,CELL41,DRAK41,45.712,0.0,OHL,0.073,0.8791,27.4871,2175.0,2069.0,1890.0,2069.0,nget_circuits,341,596,400,400
902,CELL41,DRAK41,45.012,0.0,OHL,0.0719,0.8656,27.0675,2175.0,2069.0,1890.0,2069.0,nget_circuits,341,596,400,400
903,CELL41,MACC41,31.617,0.0,OHL,0.0495,0.6067,18.9879,3102.0,3048.0,2958.0,3048.0,nget_circuits,341,1375,400,400
904,CHIC41,EXET41,67.12,8.8,Composite,0.0786,1.3565,152.8884,2779.0,2568.0,2217.0,2568.0,nget_circuits,365,750,400,400
905,CHIC41,MANN41,53.913,0.0,OHL,0.0585,0.9377,35.5401,3065.0,2829.0,2418.0,2829.0,nget_circuits,365,1381,400,400
906,CHIC4A,MANN41,54.066,0.0,OHL,0.0587,0.9404,35.6406,3065.0,2829.0,2418.0,2829.0,nget_circuits,364,1381,400,400
907,CHIL41,FAWL41,0.0,3.73,Cable,0.0037,0.0235,56.9944,970.0,928.0,800.0,928.0,nget_circuits,366,777,400,400
908,CHIL41,FAWL41,0.0,3.69,Cable,0.0037,0.0232,56.3832,970.0,928.0,800.0,928.0,nget_circuits,366,777,400,400
909,CHIL41,LOVE41,22.379,0.315,Composite,0.0201,0.389,20.2483,1109.0,1109.0,901.0,901.0,nget_circuits,366,1360,400,400
910,CHSI21,WWEY21,15.318,0.0,OHL,0.0519,0.6229,4.351,1316.0,1213.0,1104.0,1213.0,nget_circuits,357,2121,275,275
911,CHSI21,WWEY22,15.347,0.0,OHL,0.052,0.6241,4.3592,1316.0,1213.0,1104.0,1213.0,nget_circuits,357,2117,275,275
912,CHTE21,HIGM21,43.792,0.0,OHL,0.1218,1.806,12.2763,1381.0,1339.0,1258.0,1339.0,nget_circuits,361,1038,275,275
913,CHTE21,HIGM21,43.651,0.0,OHL,0.1214,1.8002,12.2369,1381.0,1381.0,1375.0,1381.0,nget_circuits,361,1038,275,275
914,CHUE4A,TILB41,13.045,0.48,Composite,0.0207,0.2569,13.0341,2827.0,2827.0,2591.0,2591.0,nget_circuits,343,1999,400,400
915,CHUE4A,WTHU4D,2.419,0.0,OHL,0.0038,0.0488,1.378,3102.0,3048.0,2958.0,3048.0,nget_circuits,343,2109,400,400
916,CHUE4B,TILB41,13.045,0.48,Composite,0.0207,0.2569,13.0341,2924.0,2924.0,2591.0,2591.0,nget_circuits,342,1999,400,400
917,CHUE4B,WTHU4C,2.581,0.0,OHL,0.004,0.0519,1.4744,3102.0,3048.0,2958.0,3048.0,nget_circuits,342,2112,400,400
918,CILF2A,UPPB21,6.975,0.0,OHL,0.0319,0.2952,1.8923,955.0,882.0,762.0,882.0,nget_circuits,373,2064,275,275
919,CILF2B,UPPB22,6.975,0.0,OHL,0.0319,0.2952,1.8923,955.0,882.0,762.0,882.0,nget_circuits,372,2063,275,275
920,CILF41,IMPP41,25.119,0.0,OHL,0.0273,0.4396,16.4758,2779.0,2568.0,2217.0,2568.0,nget_circuits,374,1078,400,400
921,CILF41,RASS41,26.901,0.0,OHL,0.0292,0.4679,17.7332,2779.0,2568.0,2217.0,2568.0,nget_circuits,374,1691,400,400
922,CILF41,RHIG41,25.011,0.0,OHL,0.0271,0.435,16.4876,2779.0,2568.0,2217.0,2568.0,nget_circuits,374,1713,400,400
923,CILF41,SWAN41,61.595,0.0,OHL,0.0668,1.0713,40.6034,2779.0,2568.0,2217.0,2568.0,nget_circuits,374,1936,400,400
924,CILF41,SWAN42,61.655,0.0,OHL,0.0669,1.0724,40.6428,3180.0,3000.0,2692.0,3000.0,nget_circuits,374,1940,400,400
925,CILF41,WHSO4A,35.208,0.0,OHL,0.0383,0.6151,23.1262,2779.0,2568.0,2217.0,2568.0,nget_circuits,374,2178,400,400
926,CITR41,CITR41,0.0,0.1,Cable,0.0001,0.0008,1.8,1566.0,1538.0,1351.0,1424.0,nget_circuits,375,375,400,400
927,CITR41,CITR41,0.0,0.1,Cable,0.0001,0.0008,1.8,1733.0,1492.0,1362.0,1492.0,nget_circuits,375,375,400,400
